Bcl2a1a_Bcl2a1d,Bcl2a1b
Bcl2a1a_Bcl2a1d,Bcl2a1d
Ccl21_family,Ccl21a
Ccl27_family,Ccl27a
Cd244,Cd244a
H2-Ea-ps,H2-Ea
Hmga1_Hmga1b,Hmga1
Ifit3_Ifit3b,Ifit3
Ifnl2_Ifnl3,Ifnl2
Klra4_Klra18,Klra4
Klra7_Klra20,Klra7
Oas1a_Oas1g,Oas1a
Prame,Pramex1
